emp_no,first_name,last_name,title,from_date,salary
265429,Hatem,Juneja,Senior Engineer,2/26/1987,40000
420838,Elvia,Schaar,Senior Staff,2/26/1987,45963
214719,Tristan,Skrikant,Senior Engineer,2/27/1987,46065
235239,Temple,Lundstrom,Senior Engineer,2/27/1987,50267
241301,Masato,Perin,Senior Engineer,2/27/1987,52502
275851,Panayotis,Glowinski,Senior Staff,2/27/1987,40000
400522,Tsutomu,Lenart,Senior Staff,2/27/1987,69495
420139,Zhensheng,Pews,Senior Engineer,2/27/1987,58866
458036,Shai,Chiodo,Senior Engineer,2/27/1987,40909
467437,Fai,Mikschl,Engineer,2/27/1987,40000
12553,Aral,Vesna,Senior Staff,2/28/1987,40000
89222,Chiradeep,Hatcliff,Engineer,2/28/1987,56236
405583,Gretta,Reeker,Senior Staff,2/28/1987,85611
410525,Inderjeet,Shiratori,Senior Staff,2/28/1987,40000
450162,Stella,Winter,Engineer,2/28/1987,48463
20284,Monique,Parascandalo,Senior Engineer,3/1/1987,40000
424120,Oksana,Mersereau,Senior Staff,3/1/1987,54551
427462,Mara,Barinka,Staff,3/1/1987,40583
433300,Tonia,Kleiser,Senior Engineer,3/1/1987,40488
46519,Valdiodio,Chachaty,Engineer,3/2/1987,67221
232691,Rutger,Brookner,Technique Leader,3/2/1987,51785
243373,Anneke,Cappelletti,Staff,3/2/1987,69795
91080,Parviz,Skogmar,Senior Staff,3/3/1987,75195
428926,Odoardo,Merle,Senior Staff,3/3/1987,40000
47581,Jagoda,Copas,Senior Staff,3/4/1987,41986
71823,Kasidit,Linnainmaa,Technique Leader,3/4/1987,44612
87521,Vincent,Itzigehl,Technique Leader,3/4/1987,44622
93778,Genki,Waterhouse,Senior Engineer,3/4/1987,41371
224375,Zhilian,Bain,Senior Staff,3/4/1987,51803
225468,Vasilii,Munawer,Senior Staff,3/4/1987,40106
23230,Xiaoqiang,Fendler,Technique Leader,3/5/1987,40000
63087,Kazuhito,Ballarin,Senior Engineer,3/5/1987,40000
234131,Arumugam,Ranka,Senior Engineer,3/5/1987,58062
237495,Etsuo,Gluchowski,Engineer,3/5/1987,68257
265675,Sachin,Chiola,Technique Leader,3/5/1987,40000
400725,Conor,Wegerle,Senior Engineer,3/5/1987,44820
447820,Conor,Swist,Technique Leader,3/5/1987,58373
13747,Masaru,Capobianchi,Senior Staff,3/6/1987,47752
74358,Mohammad,Lanteri,Senior Staff,3/6/1987,71479
224264,Weiwu,Lorch,Senior Engineer,3/6/1987,51638
264748,Qiwen,Penttonen,Senior Staff,3/6/1987,86261
266177,Marke,Weedon,Senior Engineer,3/6/1987,40000
276090,Kristina,Frolund,Staff,3/6/1987,57392
296650,Margareta,Spieker,Senior Engineer,3/6/1987,49196
437477,Yuping,Gihr,Engineer,3/6/1987,40000
10808,Chenxi,Leijenhorst,Senior Engineer,3/7/1987,40000
23581,Houman,Narlikar,Senior Staff,3/7/1987,69404
30075,Bojan,Zedlitz,Senior Staff,3/7/1987,55958
61119,Anyuan,Koshiba,Senior Engineer,3/7/1987,54600
200943,Anwar,Furudate,Senior Engineer,3/7/1987,40000
277996,Naftaly,Straney,Senior Staff,3/7/1987,53996
279661,Xiadong,Bach,Senior Staff,3/7/1987,58554
40131,Moti,Asser,Senior Engineer,3/8/1987,57765
96629,Arie,Reutenauer,Senior Engineer,3/8/1987,51436
225618,Shuho,Duclos,Senior Staff,3/8/1987,40000
414727,Rimli,Weisert,Senior Engineer,3/8/1987,50171
430564,Yoshimitsu,Birke,Senior Engineer,3/8/1987,59596
474421,Lech,McAlpine,Senior Staff,3/8/1987,43866
14441,Divine,Manders,Engineer,3/9/1987,40000
37274,Rosli,Vidya,Engineer,3/9/1987,40000
104328,Luerbio,Setlzner,Technique Leader,3/9/1987,57862
278743,Poornachandra,Reutenauer,Engineer,3/9/1987,43985
41677,Eben,Gimarc,Senior Staff,3/10/1987,70041
455129,Berni,Preusig,Senior Staff,3/10/1987,79016
39889,Pranav,Menhoudj,Senior Staff,3/11/1987,66236
74532,Doowon,Lorcy,Staff,3/11/1987,79767
104667,Armond,Hiltgen,Technique Leader,3/11/1987,40000
253094,Hugh,Syrotiuk,Senior Staff,3/11/1987,84628
460623,Aiman,Barreiro,Engineer,3/11/1987,40499
488794,Bodo,Serdy,Senior Staff,3/11/1987,79213
30407,Toshiki,Coors,Senior Staff,3/12/1987,40000
77299,Kazuhisa,Beausoleil,Staff,3/12/1987,40248
408529,Arnould,Molenaar,Senior Engineer,3/12/1987,40000
448422,Adit,Rahier,Staff,3/12/1987,73324
472900,Shahaf,Copas,Senior Engineer,3/12/1987,44722
482036,Alper,Badache,Senior Staff,3/12/1987,58215
60891,Mingzeng,DeMori,Senior Engineer,3/13/1987,40000
98845,Jessie,Anido,Senior Staff,3/13/1987,46355
200863,Shuky,Kroon,Staff,3/13/1987,56373
201782,Nidapan,Provine,Senior Engineer,3/13/1987,45207
213698,Subhankar,Avouris,Engineer,3/13/1987,40000
438422,Sedat,Baby,Senior Engineer,3/13/1987,40000
490140,Dmitri,Pramanik,Senior Engineer,3/13/1987,49709
45722,Behnaam,Munke,Assistant Engineer,3/14/1987,40000
203608,Menkae,Kroll,Senior Staff,3/14/1987,57721
214950,Weijing,Ferriere,Staff,3/14/1987,40000
224245,Tuval,Vecchi,Staff,3/14/1987,70928
239365,Hsiangchu,Bratten,Senior Staff,3/14/1987,76744
296381,Henk,Matteis,Senior Engineer,3/14/1987,64254
454612,Gor,Pell,Staff,3/14/1987,93727
497513,Aleksandar,Lanteri,Staff,3/14/1987,40000
54089,Sandeepan,Barriga,Technique Leader,3/15/1987,40000
79705,Munenori,Valiente,Senior Engineer,3/15/1987,40000
11813,Gita,Muhlberg,Staff,3/16/1987,94687
205948,Zhigen,Vesna,Senior Staff,3/16/1987,59555
431634,Parto,Solares,Staff,3/16/1987,72307
444707,Brewster,Huhdanpaa,Senior Staff,3/16/1987,43974
22753,Yoshinari,Khalil,Senior Engineer,3/17/1987,40000
47847,Renny,Rusmann,Senior Staff,3/17/1987,58431
72885,Yinghua,Coullard,Technique Leader,3/17/1987,54456
214059,Shahar,McFarlin,Technique Leader,3/17/1987,55646
408441,Chaosheng,Conte,Staff,3/17/1987,44018
431515,Udaiprakash,Whittlesey,Senior Staff,3/17/1987,58193
458162,Pragnesh,Pearson,Technique Leader,3/17/1987,40000
56439,Sangeeta,Henders,Senior Engineer,3/18/1987,40267
73006,Shiv,Schiper,Staff,3/18/1987,43977
86080,Kinh,Melichar,Staff,3/18/1987,40000
294597,DAIDA,Tomescu,Senior Engineer,3/18/1987,59442
420369,Hisao,Prampolini,Senior Engineer,3/18/1987,40000
55414,Divine,Talmon,Senior Engineer,3/19/1987,40000
212604,Hongzhu,McAffer,Engineer,3/19/1987,49653
404613,Siamak,Munoz,Engineer,3/19/1987,40000
414995,Pranas,Boyle,Senior Engineer,3/19/1987,51672
486366,Foong,Billawala,Technique Leader,3/19/1987,41376
55441,Sasan,Wursthorn,Staff,3/20/1987,68222
102654,Gregory,Makinen,Technique Leader,3/20/1987,50339
221296,Mahendra,Ferretti,Senior Engineer,3/20/1987,70311
463997,Boguslaw,Luft,Technique Leader,3/20/1987,40000
481954,Shugo,Comte,Engineer,3/20/1987,48040
25144,Shaibal,Stellhorn,Staff,3/21/1987,65183
88919,Aleksander,Savasere,Technique Leader,3/21/1987,40000
235957,Kwangho,Ulupinar,Senior Staff,3/21/1987,57563
240308,Jordanka,Beeson,Senior Staff,3/21/1987,40000
404858,Moty,Srimani,Technique Leader,3/21/1987,40000
472133,Nathan,Boreale,Senior Engineer,3/21/1987,44737
202923,Kien,Leaver,Senior Engineer,3/22/1987,49816
268430,Erez,Avouris,Senior Engineer,3/22/1987,40000
273952,Nahla,Braccini,Technique Leader,3/22/1987,40000
293703,Serap,Munawer,Senior Staff,3/22/1987,81625
438672,Phuoc,Murillo,Senior Engineer,3/22/1987,40000
20042,Margareta,Munck,Senior Staff,3/23/1987,75326
50207,Feiyu,Huxford,Senior Staff,3/23/1987,87965
246101,Karoline,Sherertz,Senior Staff,3/23/1987,59782
278541,Yuichiro,Chaudhuri,Engineer,3/23/1987,40000
403255,Annemarie,Ranft,Technique Leader,3/23/1987,55230
16233,Sushant,Baba,Senior Staff,3/24/1987,54684
84144,Radhia,Wursthorn,Senior Staff,3/24/1987,75081
206149,Yurii,Mellouli,Senior Engineer,3/24/1987,40000
220955,Houman,Nicolson,Technique Leader,3/24/1987,40000
488761,Rajmohan,Onuegbe,Engineer,3/24/1987,51922
52548,Mario,Ritzmann,Senior Engineer,3/25/1987,54307
226385,Xiaoshan,Broomell,Senior Engineer,3/25/1987,53530
226896,Yurij,Akaboshi,Senior Staff,3/25/1987,63030
241189,Aksel,Brookner,Engineer,3/25/1987,40000
411616,Bodh,Chinin,Staff,3/25/1987,40000
206972,Francoise,Hegner,Engineer,3/26/1987,74641
267847,Apostol,Ebeling,Engineer,3/26/1987,40000
11441,Marlo,Aingworth,Senior Staff,3/27/1987,67352
19049,Breannda,Picht,Senior Staff,3/27/1987,40000
82796,Bilhanan,Verhaegen,Staff,3/27/1987,40000
100359,Vishwani,Speer,Senior Engineer,3/27/1987,40000
103224,Zeljko,Seghrouchni,Senior Engineer,3/27/1987,40000
459463,Akeel,Denis,Senior Staff,3/27/1987,75583
483864,Zhensheng,Heering,Senior Staff,3/27/1987,44897
107000,Bowen,Uchoa,Technique Leader,3/28/1987,58611
254677,Chaosheng,Candan,Staff,3/28/1987,82775
297117,Horward,Gist,Senior Staff,3/28/1987,81135
409822,Bedrich,Baik,Senior Engineer,3/28/1987,40000
18181,Gregory,Beerel,Senior Staff,3/29/1987,50366
210821,Jayesh,Piancastelli,Senior Engineer,3/29/1987,50133
212595,Raimond,Schusler,Senior Staff,3/29/1987,50778
445065,Sandeepan,Heinisuo,Senior Engineer,3/29/1987,49232
39808,Tayeb,Varley,Engineer,3/30/1987,40000
202567,Visit,Capobianchi,Senior Engineer,3/30/1987,48187
289536,Shuzo,Vendrig,Engineer,3/30/1987,45461
417683,Fei,Kruskal,Senior Staff,3/30/1987,40000
437768,Martial,Weedman,Senior Engineer,3/30/1987,40000
464494,Eishiro,Veevers,Senior Staff,3/30/1987,40000
225864,Shao,Morrey,Technique Leader,3/31/1987,40000
44262,Sanjit,Petereit,Senior Staff,4/1/1987,56245
108153,Lene,Puppo,Senior Staff,4/1/1987,57477
275803,Jaroslava,Erdmenger,Technique Leader,4/1/1987,40000
416128,Uli,Wrigley,Senior Engineer,4/1/1987,40000
31386,Matk,Cooke,Senior Engineer,4/2/1987,61512
95487,Val,Khamsi,Senior Engineer,4/2/1987,40000
252924,Kazuhisa,Bazzichi,Senior Staff,4/2/1987,72797
414566,Aiman,Khalil,Senior Staff,4/2/1987,44459
37343,Geoff,Kleiser,Senior Staff,4/3/1987,72404
62151,Shuichi,Marakhovsky,Engineer,4/3/1987,40000
203390,Lech,Babu,Senior Engineer,4/3/1987,66260
252808,Steen,Leaver,Senior Engineer,4/3/1987,41657
400570,Neelam,Ghandeharizadeh,Senior Engineer,4/3/1987,46486
465725,Youngkon,Moffat,Senior Engineer,4/3/1987,40000
467630,Radhika,Smeets,Technique Leader,4/3/1987,51190
34563,Jessie,Kitsuregawa,Senior Staff,4/4/1987,62203
108279,Kellie,Chepyzhov,Senior Engineer,4/4/1987,40000
401589,Vishwani,Ducloy,Senior Staff,4/4/1987,72748
438486,Arve,Vesel,Engineer,4/4/1987,73859
481019,Sampalli,Kalorkoti,Senior Staff,4/4/1987,66252
29457,Chirstian,Rando,Engineer,4/5/1987,77124
64481,Aiichiro,Speek,Technique Leader,4/5/1987,40000
68998,Remko,Serra,Senior Engineer,4/5/1987,40000
428018,Vasilii,Rosti,Staff,4/5/1987,86337
16490,Muzhong,Thiria,Senior Staff,4/6/1987,85462
84621,Weiye,Ducloy,Senior Staff,4/6/1987,74079
205860,Gopalakrishnan,Rosar,Senior Engineer,4/6/1987,44908
269197,Kiyokazu,Undy,Senior Engineer,4/6/1987,58409
239671,Koldo,Ranum,Senior Staff,4/7/1987,63547
279719,Herbert,Stille,Staff,4/7/1987,40000
462957,Tesuro,Poehlman,Senior Engineer,4/7/1987,40000
35770,Francoise,Ramalingam,Assistant Engineer,4/8/1987,40000
205361,Owen,Siepmann,Senior Engineer,4/8/1987,75684
295671,Val,Dalton,Technique Leader,4/8/1987,40163
298628,Manu,Ariola,Senior Staff,4/8/1987,41975
488515,Seshu,Merkl,Senior Engineer,4/8/1987,59304
475463,Kendra,Kawashima,Technique Leader,4/9/1987,40000
32765,Yurij,Mitchem,Senior Engineer,4/10/1987,40000
233541,Amalendu,Ecklund,Engineer,4/10/1987,64502
402888,Szabolcs,Kawashimo,Senior Engineer,4/10/1987,65929
405096,Lubomir,Suermann,Senior Engineer,4/10/1987,48966
201854,Lunjin,Varman,Senior Engineer,4/11/1987,47132
245180,Zorica,Hoppenstand,Senior Staff,4/11/1987,59443
285351,Aiichiro,Leppanen,Senior Engineer,4/11/1987,57503
296668,Jianwen,Veeraraghavan,Engineer,4/11/1987,52159
450667,Martine,Karner,Senior Engineer,4/11/1987,40000
477298,Zengping,Denny,Senior Staff,4/11/1987,87321
106690,Shushma,Heyers,Senior Engineer,4/12/1987,40963
232750,Fumitaka,Majewski,Senior Staff,4/12/1987,50390
254003,Alenka,Haumacher,Senior Staff,4/12/1987,87386
287423,DAIDA,Pashtan,Senior Engineer,4/12/1987,40000
453262,Manohar,Eiron,Technique Leader,4/12/1987,55581
94793,Weidon,Mahmud,Staff,4/13/1987,79748
279901,Premsyl,Stanfel,Technique Leader,4/13/1987,40000
418916,Rasikan,Papsdorf,Senior Staff,4/13/1987,40452
447904,Sachem,Bahl,Senior Engineer,4/13/1987,44211
48116,Jianhao,Suomi,Senior Engineer,4/14/1987,40000
489801,Dante,Lichtner,Senior Engineer,4/14/1987,40000
41410,Kwangho,Munch,Staff,4/15/1987,94193
61897,Jasminko,Kilgour,Senior Engineer,4/15/1987,44484
87337,Huai,Barbanera,Senior Staff,4/15/1987,40000
210837,Sailaja,Varman,Senior Staff,4/15/1987,40000
434332,Parke,Muniz,Engineer,4/15/1987,61776
31563,Pradeep,Kushner,Senior Staff,4/16/1987,64202
34881,Krister,Schapiro,Staff,4/16/1987,70731
50444,Odysseas,Terwilliger,Senior Staff,4/16/1987,55545
416746,Christfried,Papadias,Senior Engineer,4/16/1987,52755
48659,Rosalyn,Lortz,Engineer,4/17/1987,45698
86430,Jacqueline,Kamber,Assistant Engineer,4/17/1987,40724
91614,Yechezkel,Wixon,Senior Engineer,4/17/1987,40000
211410,Nevin,Pagter,Senior Engineer,4/17/1987,59786
419009,Yongdong,Morris,Senior Staff,4/17/1987,42110
453084,Serap,Soicher,Senior Engineer,4/17/1987,41679
252483,Gennady,Karunanithi,Assistant Engineer,4/18/1987,48973
454670,Rance,Gecsel,Senior Engineer,4/18/1987,40000
13046,Vivian,Stafford,Senior Staff,4/19/1987,40000
258885,Arne,Rabejac,Senior Engineer,4/19/1987,40000
288485,Nigel,Rosenbaum,Senior Engineer,4/19/1987,40000
435442,Yinghua,Shimshoni,Senior Engineer,4/19/1987,40000
461181,Barton,Lunt,Staff,4/19/1987,49876
469813,Martien,Cappelli,Senior Engineer,4/19/1987,40000
41934,Lansing,Bratten,Senior Staff,4/20/1987,88791
47872,Toshimo,Attimonelli,Senior Staff,4/20/1987,40000
88544,Yannik,Gilg,Senior Staff,4/20/1987,84808
90129,Conrado,Azevdeo,Engineer,4/20/1987,40000
103607,Yannis,Roccetti,Senior Staff,4/20/1987,69271
423768,Limsoon,Asmuth,Senior Engineer,4/20/1987,48459
69900,Herb,Schmittgen,Senior Engineer,4/21/1987,46427
212534,Sariel,Pocchiola,Technique Leader,4/21/1987,75423
468527,Sibyl,Luan,Senior Staff,4/21/1987,85675
41889,Basim,Zumaque,Senior Staff,4/22/1987,56719
73811,Valeri,Trogemann,Senior Engineer,4/22/1987,44473
223222,Chinya,Krzyzanowski,Technique Leader,4/22/1987,42045
458480,Christ,Ritzmann,Technique Leader,4/22/1987,50927
22081,Constantine,Baar,Senior Engineer,4/23/1987,41698
34582,Kwangsub,Brender,Engineer,4/23/1987,40966
39526,Sadok,Rouquie,Senior Engineer,4/23/1987,40000
50594,Mohit,Gulik,Engineer,4/23/1987,64471
461485,Vivian,Angot,Senior Engineer,4/23/1987,40000
481551,Akemi,Bednarek,Senior Engineer,4/23/1987,51412
26188,Karlis,Hartvigsen,Senior Staff,4/24/1987,47055
54646,Aria,Hertweck,Staff,4/24/1987,42592
57795,Magy,Tetzlaff,Senior Staff,4/24/1987,40000
98098,Feipei,Eterovic,Technique Leader,4/24/1987,40000
261627,Mokhtar,Kemmerer,Senior Staff,4/24/1987,64078
274875,Teruyuki,Erbe,Senior Engineer,4/24/1987,48410
299399,Fai,Edelhoff,Senior Engineer,4/24/1987,40000
400059,Theirry,Chleq,Senior Staff,4/24/1987,62652
476583,Pantung,Erdi,Assistant Engineer,4/24/1987,54517
28240,Reuven,Lorcy,Senior Staff,4/25/1987,68969
52216,Mang,Albarhamtoshy,Staff,4/25/1987,69805
53194,Lorien,Unno,Senior Engineer,4/25/1987,40000
55112,Kazunori,Emmerich,Engineer,4/25/1987,40000
71009,Keung,Zaccaria,Senior Engineer,4/25/1987,42129
80263,Gilbert,Etalle,Senior Engineer,4/25/1987,54269
211498,Zsolt,Hambrick,Technique Leader,4/25/1987,56880
290129,Duro,Yavatkar,Engineer,4/25/1987,40000
83296,Pascal,Lorin,Technique Leader,4/26/1987,42320
273597,Takahira,Penttonen,Senior Engineer,4/26/1987,44832
282504,Harngdar,Pavlopoulou,Senior Staff,4/26/1987,59303
427598,Quingbo,Czaja,Staff,4/26/1987,40000
18769,Kirk,Luit,Engineer,4/27/1987,46459
26683,Kayoko,Covnot,Senior Engineer,4/27/1987,40000
34578,Jahangir,Baaz,Technique Leader,4/27/1987,44973
43404,Yoshimitsu,Maraist,Engineer,4/27/1987,40000
64200,Khun,Bojadziev,Technique Leader,4/27/1987,40000
16185,Marin,Winter,Technique Leader,4/28/1987,44003
66321,Valeska,Improta,Engineer,4/28/1987,56561
68578,Weidon,Baranowski,Senior Engineer,4/28/1987,49093
95702,Nakhoon,Gargeya,Senior Engineer,4/28/1987,40000
228367,Ohad,Strehl,Senior Staff,4/28/1987,43008
452975,Mari,Honglei,Senior Engineer,4/28/1987,40000
241055,Zito,Litecky,Senior Engineer,4/29/1987,57946
246018,Domenick,Savasere,Senior Staff,4/29/1987,60473
246513,Magy,Parhami,Senior Engineer,4/29/1987,40000
250295,Arto,Zultner,Engineer,4/29/1987,63757
422042,Domenick,Roisin,Senior Engineer,4/29/1987,67383
434416,Kousuke,Vieth,Engineer,4/29/1987,40000
470840,Barry,Bernick,Senior Staff,4/29/1987,59382
10653,Otmar,Feinberg,Senior Engineer,4/30/1987,40000
33281,Laurentiu,Kisuki,Staff,4/30/1987,42158
41077,Amalendu,Walston,Senior Staff,4/30/1987,61355
87317,Khue,Byoun,Engineer,4/30/1987,40000
208902,Shigeaki,Thummel,Senior Staff,4/30/1987,40000
235629,Aleksander,Perz,Engineer,4/30/1987,74005
245777,Randi,Bultermann,Senior Staff,4/30/1987,40000
427905,Chaitali,Birdsall,Senior Engineer,4/30/1987,40000
443297,Krister,Egerstedt,Senior Engineer,4/30/1987,40000
461704,Akhilish,Bultermann,Senior Staff,4/30/1987,85514
80724,Yongdong,Casperson,Senior Staff,5/1/1987,52024
95109,Mats,Range,Senior Staff,5/1/1987,67434
103682,Samphel,Shrader,Senior Engineer,5/1/1987,46159
207726,Aron,Menhardt,Senior Engineer,5/1/1987,40000
241692,Gou,Lowrie,Staff,5/1/1987,40000
294939,Djelloul,Holburn,Senior Staff,5/1/1987,45749
449111,Syozo,Scharstein,Senior Engineer,5/1/1987,40000
478183,Mechthild,Onuegbe,Senior Staff,5/1/1987,40000
38677,Teiji,Trumbly,Staff,5/2/1987,63824
88089,Kwok,Alpin,Senior Engineer,5/2/1987,59990
106630,Vojin,Maliniak,Senior Staff,5/2/1987,101633
254024,Richard,Ernst,Senior Staff,5/2/1987,59695
274319,Sanjay,Gammage,Senior Engineer,5/2/1987,43377
408191,Tze,Gecseg,Engineer,5/2/1987,40000
434238,Stein,Frijda,Senior Engineer,5/2/1987,57085
437712,Domenick,Angelopoulos,Senior Staff,5/2/1987,72131
50906,Djenana,Ibel,Senior Staff,5/3/1987,50513
221188,Masaki,Jansen,Technique Leader,5/3/1987,55588
407551,Apostol,Fortenbacher,Technique Leader,5/3/1987,40000
459831,Xiaopeng,Hennings,Technique Leader,5/3/1987,46874
86871,Djenana,Zolotykh,Senior Engineer,5/4/1987,40000
447056,Bedrich,Rosen,Engineer,5/4/1987,40000
484651,Mayumi,Nicolson,Technique Leader,5/4/1987,49655
489470,Duro,Hambrick,Staff,5/4/1987,73100
16382,Chaoyi,Talmon,Senior Engineer,5/5/1987,66986
18327,Sadegh,Alblas,Engineer,5/5/1987,68661
229208,Patricio,Christianini,Senior Staff,5/5/1987,70075
269427,Poorav,Stille,Senior Engineer,5/5/1987,40000
438393,Nahid,Pero,Senior Engineer,5/5/1987,45426
447659,Jenwei,Masand,Engineer,5/5/1987,40000
475641,Girolamo,Azevdeo,Senior Staff,5/5/1987,54645
31425,Mohammad,Anger,Staff,5/6/1987,70854
93329,Shirish,Anily,Senior Staff,5/6/1987,82724
97848,Takanari,Unni,Senior Staff,5/6/1987,79179
99779,Rasiah,Taubenfeld,Senior Engineer,5/6/1987,45628
100403,Chikara,Stavenow,Senior Engineer,5/6/1987,40000
476828,Garnik,Bernatsky,Senior Engineer,5/6/1987,50168
489758,Marin,Hempstead,Senior Engineer,5/6/1987,60459
47265,Chikako,Birke,Senior Staff,5/7/1987,62511
88579,Vasilii,Himler,Senior Engineer,5/7/1987,40000
203798,Nobuyoshi,Suomi,Senior Engineer,5/7/1987,49539
228095,DAIDA,Suppi,Senior Engineer,5/7/1987,40000
254816,Kotesh,Peternell,Senior Engineer,5/7/1987,45618
417120,Candido,Ghelli,Technique Leader,5/7/1987,40000
101414,Xiaoheng,DasSarma,Senior Staff,5/8/1987,50029
246568,Tianruo,Dymetman,Technique Leader,5/8/1987,47539
288156,Barry,Borstler,Senior Staff,5/8/1987,40000
415574,Adas,Gimbel,Senior Engineer,5/8/1987,40164
473762,Khatoun,Underwood,Senior Engineer,5/8/1987,46691
56035,Avishai,Kaiser,Senior Staff,5/9/1987,81561
104661,Dinah,Perin,Staff,5/9/1987,40000
202276,Arif,Morrin,Senior Engineer,5/9/1987,40000
224253,Conal,Monkewich,Senior Staff,5/9/1987,40000
273289,Zhiwei,Gulik,Engineer,5/9/1987,42364
48701,Adly,Msuda,Senior Staff,5/10/1987,64560
215507,Kwangho,Hardjono,Engineer,5/10/1987,44082
267143,Charmane,Albarhamtoshy,Senior Engineer,5/10/1987,58870
279468,Weiwu,Kornyak,Senior Staff,5/10/1987,51233
204296,Ioana,Perna,Engineer,5/11/1987,41439
243563,Gregory,Huttel,Senior Engineer,5/11/1987,60855
472969,Yongqiao,Ramsak,Assistant Engineer,5/11/1987,53142
473200,Kerhong,Famili,Senior Engineer,5/11/1987,40000
32849,Adib,Kornyak,Senior Engineer,5/12/1987,55787
238531,Ugo,Birdsall,Senior Engineer,5/12/1987,48884
426794,Gino,Silva,Engineer,5/12/1987,40000
24963,Cathie,Redmiles,Senior Engineer,5/13/1987,47590
35273,Zsolt,Mitsuhashi,Senior Staff,5/13/1987,46480
288615,Florian,Merks,Senior Engineer,5/13/1987,40000
452997,Jayson,Kilgour,Senior Staff,5/13/1987,74550
486331,Youssef,Fontan,Staff,5/13/1987,71683
498906,Abdulla,Bugrara,Senior Engineer,5/13/1987,63392
25732,Shounak,Ducloy,Senior Engineer,5/14/1987,41037
29969,Lena,McAffer,Senior Engineer,5/14/1987,40000
62286,Akeno,Keohane,Engineer,5/14/1987,40000
68332,Kristian,Teitelbaum,Staff,5/14/1987,68880
281574,Rasikan,Benantar,Senior Engineer,5/14/1987,40000
290214,Xiping,Hofstetter,Engineer,5/14/1987,54877
73749,Hercules,Oppitz,Staff,5/15/1987,69369
98050,Huai,Angel,Senior Staff,5/15/1987,40000
104882,Gererd,Asrin,Technique Leader,5/15/1987,48579
254667,Zhiwei,Granlund,Assistant Engineer,5/15/1987,57479
273306,Ziyad,Otillio,Technique Leader,5/15/1987,40000
283691,Licheng,Reinhart,Senior Engineer,5/15/1987,47175
480506,Jaideep,Etalle,Engineer,5/15/1987,40554
490725,Marko,Schiper,Senior Engineer,5/15/1987,56273
498527,Faiza,Keohane,Staff,5/15/1987,49285
43422,Shichao,Stranks,Senior Engineer,5/16/1987,42851
220804,Aral,Uludag,Senior Engineer,5/16/1987,40502
478379,Kwun,Srimani,Senior Engineer,5/16/1987,47855
201231,Chenyi,Flexer,Engineer,5/17/1987,40000
208904,Bojan,Emden,Senior Engineer,5/17/1987,53030
243435,Moriyoshi,Akiyama,Senior Staff,5/17/1987,66075
271048,Kristin,Cangellaris,Engineer,5/17/1987,46283
413081,Arun,Melichar,Engineer,5/17/1987,40000
485708,Steve,Tagansky,Senior Staff,5/17/1987,83172
493300,Tommaso,Bodoff,Senior Staff,5/17/1987,72213
499312,Patricio,Sankaranarayanan,Senior Engineer,5/17/1987,71738
254655,Kazuhiko,Waterhouse,Senior Staff,5/18/1987,40000
265133,Neven,DiGiano,Senior Staff,5/18/1987,67974
271602,Troy,Baak,Technique Leader,5/18/1987,40000
468594,Alenka,Beetstra,Senior Staff,5/18/1987,51077
214145,Steen,Ravishankar,Senior Staff,5/19/1987,46858
244541,Djenana,Zedlitz,Senior Staff,5/19/1987,48285
249067,Geoff,Hasenauer,Technique Leader,5/19/1987,41079
258205,Gill,Matteis,Technique Leader,5/19/1987,40000
453413,Hsiangchu,Gils,Senior Engineer,5/19/1987,40000
465702,Kayoko,Plump,Staff,5/19/1987,67004
25541,Mohua,Danley,Senior Engineer,5/20/1987,40716
26261,Randy,Luks,Assistant Engineer,5/20/1987,52784
28890,Lijie,Puoti,Senior Engineer,5/20/1987,40000
255641,Randy,Bahi,Technique Leader,5/20/1987,60548
267993,Kerryn,Zwicker,Senior Engineer,5/20/1987,70536
401532,Val,Gecsel,Senior Staff,5/20/1987,75611
417978,Leaf,Merro,Technique Leader,5/20/1987,40000
447849,Izaskun,Wissmann,Senior Staff,5/20/1987,105937
48031,Bezalel,Klassen,Senior Engineer,5/21/1987,40000
64111,Godehard,Sherertz,Technique Leader,5/21/1987,40000
431128,Odoardo,Esteva,Senior Engineer,5/21/1987,61976
438154,Karsten,Kenevan,Senior Staff,5/21/1987,78142
43068,Nikolaos,Halloran,Senior Engineer,5/22/1987,40000
107332,Dmitry,Emmart,Senior Staff,5/22/1987,74461
224251,Kensei,Juneja,Technique Leader,5/22/1987,58573
235197,Abdelwaheb,Baig,Senior Staff,5/22/1987,46322
256256,Sachem,Siprelle,Senior Engineer,5/22/1987,40000
403057,Toney,Falster,Senior Engineer,5/22/1987,40000
474303,Marco,Hockney,Senior Staff,5/22/1987,63290
26562,Serif,Loncour,Engineer,5/23/1987,55170
28555,Kankanahalli,Wendorf,Senior Staff,5/23/1987,83282
59537,Yefim,Pargaonkar,Senior Engineer,5/23/1987,40000
106161,Rafael,Baba,Senior Engineer,5/23/1987,40000
455029,Somnath,Matteis,Senior Staff,5/23/1987,40000
20857,Jinxi,Werthner,Senior Staff,5/24/1987,40000
207584,Basant,Schlumberger,Senior Engineer,5/24/1987,53686
462994,Horward,Haldar,Senior Staff,5/24/1987,59828
52094,Kensei,Pluym,Senior Staff,5/25/1987,59218
92922,Aluzio,Eiter,Staff,5/25/1987,74507
104537,Sadun,Schnelling,Technique Leader,5/25/1987,43916
